                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 4.2816,                 5.7654,                 4.2012,                      0,                      0,                      0,                      0,                 3.2979,                 5.9382,                 4.1584,                      0,                      0,                      0
                      2,                 5.3564,                 5.7807,                 4.1607,                      0,                      0,                      0,                      0,                 3.2921,                 5.9376,                 4.1592,             6.0095e-07,             6.0095e-07,             6.0095e-07
